0, 0, 0.000000, 0
1, 0, 0.000000, 0
2, 0, 0.000000, 1
3, 0, 0.000000, 0
4, 0, 0.000000, 40
5, 0, 0.000000, 0
6, 0, 0.000000, 57
7, 0, 0.000000, 20
8, 0, 0.000000, 40
9, 0, 0.000000, 31
10, 0, 0.000000, 56
11, 0, 0.000000, 45
12, 0, 19742800.000000, 19
13, 0, 0.000000, 0
14, 0, 0.000000, 34
15, 0, 0.000000, 16
16, 0, 0.000000, 58
17, 0, 0.000000, 28
18, 0, 0.000000, 51
19, 0, 0.000000, 33
20, 0, 0.000000, 79
21, 0, 0.000000, 63
22, 0, 0.000000, 78
23, 0, 0.000000, 50
24, 0, 21643120.000000, 22
25, 0, 0.000000, 1
26, 0, 0.000000, 42
27, 0, 0.000000, 9
28, 0, 0.000000, 46
29, 0, 0.000000, 24
30, 0, 0.000000, 45
31, 0, 0.000000, 33
32, 0, 0.000000, 56
33, 0, 0.000000, 49
34, 0, 0.000000, 63
35, 0, 0.000000, 51
36, 0, 22789360.000000, 14
37, 0, 0.000000, 0
38, 0, 0.000000, 43
39, 0, 0.000000, 11
40, 0, 0.000000, 49
41, 0, 0.000000, 24
42, 0, 0.000000, 46
43, 0, 0.000000, 40
44, 0, 0.000000, 52
45, 0, 0.000000, 41
46, 0, 0.000000, 54
47, 0, 0.000000, 33
48, 0, 23272160.000000, 17
49, 0, 0.000000, 0
50, 0, 0.000000, 47
51, 0, 0.000000, 7
52, 0, 0.000000, 47
53, 0, 0.000000, 28
54, 0, 0.000000, 40
55, 0, 0.000000, 32
56, 0, 0.000000, 55
57, 0, 0.000000, 48
58, 0, 0.000000, 64
59, 0, 0.000000, 57
60, 0, 21702960.000000, 27
61, 0, 0.000000, 3
62, 0, 0.000000, 31
63, 0, 0.000000, 17
64, 0, 0.000000, 41
65, 0, 0.000000, 29
66, 0, 0.000000, 46
67, 0, 0.000000, 41
68, 0, 0.000000, 69
69, 0, 0.000000, 58
70, 0, 0.000000, 88
71, 0, 0.000000, 51
72, 0, 22362800.000000, 22
73, 0, 0.000000, 4
74, 0, 0.000000, 40
75, 0, 0.000000, 12
76, 0, 0.000000, 39
77, 0, 0.000000, 24
78, 0, 0.000000, 45
79, 0, 0.000000, 44
80, 0, 0.000000, 55
81, 0, 0.000000, 44
82, 0, 0.000000, 63
83, 0, 0.000000, 47
84, 0, 21855680.000000, 28
85, 0, 0.000000, 24
86, 0, 0.000000, 46
87, 0, 0.000000, 29
88, 0, 0.000000, 44
89, 0, 0.000000, 25
90, 0, 0.000000, 51
91, 0, 0.000000, 46
92, 0, 0.000000, 61
93, 0, 0.000000, 41
94, 0, 0.000000, 62
95, 0, 0.000000, 49
96, 0, 22744640.000000, 20
97, 0, 0.000000, 14
98, 0, 0.000000, 37
99, 0, 0.000000, 16
100, 0, 0.000000, 56
101, 0, 0.000000, 30
102, 0, 0.000000, 38
103, 0, 0.000000, 33
104, 0, 0.000000, 58
105, 0, 0.000000, 46
